chromosome	start	end	id	score@@peak	strand
chr2	3223219	3223310	ds_54979	5.17322@@3223270	-
chr2	3225942	3226013	ds_54998	4.62017@@3225961	-
chr2	3226172	3226281	ds_55001	6.12907@@3226203	-
chr2	3226547	3226797	ds_55003	4.89439@@3226655	-
chr2	3226861	3226983	ds_55004	3.98691@@3226889	-
chr2	3227550	3227636	ds_55013	5.90813@@3227594	-
chr2	3227675	3227818	ds_55014	4.90218@@3227724	-
chr2	3227888	3227988	ds_55015	5.16896@@3227970	-
chr2	3228398	3228449	ds_55023	5.25989@@3228421	-
chr2	3228512	3228602	ds_55024	4.9166@@3228556	-
chr2	3228993	3229050	ds_55029	3.94507@@3229004	-
chr2	3229873	3229947	ds_55039	4.4378@@3229930	-
chr2	3230182	3230261	ds_55044	4.73862@@3230203	-
chr2	3230583	3230738	ds_55049	5.46935@@3230600	-
chr2	3230759	3230855	ds_55050	4.55028@@3230800	-
chr2	3239747	3239797	ds_55074	4.90084@@3239781	-
chr2	3243727	3243779	ds_55098	4.43822@@3243759	-
chr2	3244690	3244772	ds_55103	4.26911@@3244727	-
chr2	3248247	3248327	ds_55134	5.65811@@3248304	-
chr2	3251666	3251766	ds_55160	6.22174@@3251675	-
chr2	3254472	3254557	ds_55180	4.43822@@3254538	-
chr2	3255108	3255184	ds_55187	4.07765@@3255169	-
chr2	3255815	3255906	ds_55195	7.936@@3255868	-
chr2	3262463	3262525	ds_55227	5.31054@@3262501	-
chr2	3270050	3270126	ds_55277	4.17653@@3270089	-
chr2	3275798	3275850	ds_55304	4.85192@@3275812	-
chr2	3276473	3276566	ds_55311	5.65811@@3276478	-
chr2	3287932	3287990	ds_55361	4.43822@@3287960	-
chr2	3289866	3289938	ds_55370	3.70667@@3289901	-
chr2	3300536	3300590	ds_55428	4.07765@@3300569	-
chr2	3303195	3303355	ds_55440	6.0261@@3303247	-
chr2	3303697	3303839	ds_55445	7.39933@@3303822	-
chr2	3303872	3303930	ds_55446	4.17653@@3303876	-
chr2	3306359	3306423	ds_55464	3.644@@3306403	-
chr2	3308166	3308220	ds_55478	5.88858@@3308176	-
chr2	3308582	3308669	ds_55480	4.96387@@3308620	-
chr2	3309177	3309275	ds_55484	4.43822@@3309253	-
chr2	3310325	3310385	ds_55491	5.02148@@3310367	-
chr2	3310912	3311010	ds_55499	5.17322@@3310991	-
chr2	3311536	3311586	ds_55503	4.98873@@3311570	-
chr2	3312493	3312564	ds_55511	3.85707@@3312510	-
chr2	3313271	3313322	ds_55517	4.43822@@3313306	-
chr2	3313752	3313851	ds_55521	5.84387@@3313760	-
chr2	3314674	3314787	ds_55530	5.63737@@3314769	-
chr2	3314897	3315084	ds_55531	4.90243@@3314950	-
chr2	3323339	3323403	ds_55582	5.17322@@3323350	-
chr2	3332706	3332758	ds_55642	4.6598@@3332738	-
chr2	3334035	3334098	ds_55650	7.15785@@3334083	-
chr2	3335600	3335654	ds_55660	7.95874@@3335637	-
chr2	3337237	3337291	ds_55671	4.17653@@3337253	-
chr2	3337549	3337628	ds_55674	5.31054@@3337601	-
chr2	3338445	3338513	ds_55681	4.49688@@3338476	-
chr2	3338995	3339054	ds_55683	4.85192@@3339037	-
chr2	3347157	3347209	ds_55718	4.35613@@3347167	-
chr2	3347254	3347308	ds_55719	4.85192@@3347264	-
chr2	3349002	3349052	ds_55732	3.74398@@3349016	-
chr2	3349155	3349225	ds_55735	4.17653@@3349190	-
chr2	3350018	3350111	ds_55740	4.43822@@3350047	-
chr2	3361658	3361726	ds_55795	4.17653@@3361671	-
chr2	3361910	3362048	ds_55797	3.70864@@3361926	-
chr2	3362401	3362479	ds_55800	4.72672@@3362434	-
chr2	3362505	3362574	ds_55801	4.17653@@3362541	-
chr2	3362960	3363046	ds_55804	5.43592@@3363002	-
chr2	3363553	3363679	ds_55809	5.31054@@3363644	-
chr2	3368977	3369042	ds_55833	3.85707@@3369005	-
chr2	3369226	3369290	ds_55835	4.17653@@3369252	-
chr2	3369605	3369783	ds_55837	5.17322@@3369656	-
chr2	3380318	3380380	ds_55886	4.07765@@3380319	-
chr2	3383333	3383431	ds_55903	8.6047@@3383402	-
chr2	3386845	3386897	ds_55915	5.93803@@3386876	-
chr2	3392606	3392661	ds_55949	6.33154@@3392623	-
chr2	3396405	3396510	ds_55964	4.17653@@3396465	-
chr2	3398337	3398418	ds_55989	4.61629@@3398358	-
chr2	3399555	3399617	ds_55998	5.67141@@3399564	-
chr2	3399697	3399751	ds_56000	4.82711@@3399727	-
chr2	3399865	3399964	ds_56002	3.85707@@3399914	-
chr2	3400431	3400481	ds_56005	4.47898@@3400470	-
chr2	3401263	3401338	ds_56014	4.43822@@3401304	-
chr2	3402371	3402456	ds_56024	4.61195@@3402424	-
chr2	3411444	3411516	ds_56078	3.85707@@3411464	-
chr2	3414665	3414757	ds_56100	4.6598@@3414705	-
chr2	3424384	3424457	ds_56150	4.35613@@3424400	-
chr2	3424951	3425009	ds_56153	4.85192@@3424974	-
chr2	3425276	3425340	ds_56156	5.2662@@3425321	-
chr2	3425621	3425693	ds_56158	4.85192@@3425640	-
chr2	3426774	3426843	ds_56166	4.6598@@3426807	-
chr2	3427453	3427505	ds_56172	5.93803@@3427484	-
chr2	3441801	3441899	ds_56250	3.85707@@3441804	-
chr2	3441935	3441999	ds_56251	3.85707@@3441993	-
chr2	3442779	3442843	ds_56257	4.12377@@3442809	-
chr2	3444220	3444291	ds_56270	6.74858@@3444274	-
chr2	3444302	3444366	ds_56271	4.05889@@3444317	-
chr2	3450155	3450223	ds_56294	4.1966@@3450202	-
chr2	3457912	3457980	ds_56317	8.54196@@3457929	-
chr2	3462664	3462714	ds_56334	3.85707@@3462677	-
chr2	3470545	3470600	ds_56370	4.66648@@3470571	-
chr2	3472617	3472667	ds_56386	3.85707@@3472638	-
chr2	3478108	3478165	ds_56417	5.02148@@3478129	-
chr2	3492648	3492721	ds_56465	3.59704@@3492718	-
chr2	3495021	3495083	ds_56477	5.55128@@3495024	-
chr2	3495827	3495902	ds_56483	4.58244@@3495888	-
chr2	3495995	3496088	ds_56484	5.37459@@3496003	-
chr2	3496293	3496393	ds_56488	5.97983@@3496339	-
chr2	3496417	3496511	ds_56489	8.18959@@3496449	-
chr2	3497387	3497439	ds_56493	4.6598@@3497419	-
chr2	3499972	3500073	ds_56505	4.6598@@3500015	-
chr2	3500401	3500461	ds_56507	4.17653@@3500442	-
chr2	3501967	3502070	ds_56516	4.26911@@3502046	-
chr2	3503145	3503210	ds_56522	3.85707@@3503173	-
chr2	3503394	3503458	ds_56524	4.17653@@3503420	-
chr2	3503773	3503951	ds_56526	5.17322@@3503824	-
chr2	3512019	3512076	ds_56563	3.97154@@3512033	-
chr2	3513249	3513321	ds_56566	4.43822@@3513298	-
chr2	3517318	3517405	ds_56571	8.5674@@3517386	-
chr2	3528033	3528106	ds_56588	7.95734@@3528060	-
chr2	3531367	3531423	ds_56599	5.65811@@3531387	-
chr2	3540082	3540134	ds_56633	5.5755@@3540106	-
chr2	3561499	3561557	ds_56702	4.90412@@3561517	-
chr2	3562693	3562752	ds_56712	6.93603@@3562751	-
chr2	3563150	3563234	ds_56715	5.60848@@3563160	-
chr2	3566402	3566453	ds_56727	4.91068@@3566430	-
chr2	3566526	3566614	ds_56729	7.09819@@3566546	-
chr2	3566700	3566818	ds_56731	5.37459@@3566804	-
chr2	3567288	3567346	ds_56737	4.6598@@3567307	-
chr2	3569952	3570028	ds_56766	7.30968@@3569970	-
chr2	3570040	3570098	ds_56767	5.43592@@3570061	-
chr2	3570347	3570419	ds_56771	4.43822@@3570397	-
chr2	3570489	3570582	ds_56773	6.02046@@3570559	-
chr2	3570598	3570702	ds_56774	5.43592@@3570657	-
chr2	3570713	3570803	ds_56775	8.29916@@3570785	-
chr2	3571515	3571636	ds_56784	5.17322@@3571548	-
chr2	3571653	3571728	ds_56785	4.58964@@3571666	-
chr2	3573956	3574018	ds_56797	4.81898@@3573995	-
chr2	3574959	3575016	ds_56803	4.00142@@3574981	-
chr2	3575344	3575395	ds_56804	5.45554@@3575378	-
chr2	3586574	3586628	ds_56836	3.85707@@3586605	-
chr2	3597469	3597521	ds_56890	6.45735@@3597493	-
chr2	3602036	3602132	ds_56904	7.89461@@3602060	-
chr2	3605812	3605914	ds_56921	5.12534@@3605891	-
chr2	3606662	3606768	ds_56929	3.71446@@3606679	-
chr2	3607730	3607836	ds_56938	3.71446@@3607747	-
chr2	3615083	3615135	ds_56941	4.5432@@3615112	-
chr2	3615261	3615312	ds_56942	4.5457@@3615282	-
chr2	3615785	3615837	ds_56945	6.92849@@3615807	-
chr2	3616675	3616726	ds_56951	7.61137@@3616697	-
chr2	3617742	3617793	ds_56957	6.98402@@3617764	-
chr2	3619757	3619809	ds_56968	7.38867@@3619778	-
chr2	3619935	3619987	ds_56969	7.61509@@3619957	-
chr2	3621176	3621227	ds_56975	6.96832@@3621198	-
chr2	3621531	3621583	ds_56977	7.6283@@3621553	-
chr2	3622243	3622294	ds_56981	7.38991@@3622264	-
chr2	3622598	3622649	ds_56984	6.94378@@3622620	-
chr2	3624378	3624428	ds_56994	5.70392@@3624400	-
chr2	3625086	3625136	ds_56998	5.70392@@3625108	-
chr2	3625437	3625489	ds_57000	7.38929@@3625458	-
chr2	3625970	3626021	ds_57003	7.61137@@3625992	-
chr2	3626326	3626379	ds_57005	4.5432@@3626355	-
chr2	3626680	3626741	ds_57008	7.35049@@3626718	-
chr2	3626956	3627044	ds_57012	4.1347@@3627012	-
chr2	3627174	3627282	ds_57014	3.75831@@3627186	-
chr2	3627311	3627402	ds_57015	4.18082@@3627370	-
chr2	3639843	3639939	ds_57031	7.28355@@3639911	-
chr2	3640005	3640077	ds_57033	8.11436@@3640029	-
chr2	3640396	3640450	ds_57037	6.29473@@3640428	-
chr2	3640631	3640706	ds_57039	4.65673@@3640694	-
chr2	3640752	3640824	ds_57040	4.9589@@3640790	-
chr2	3640853	3640943	ds_57041	5.58688@@3640885	-
chr2	3641206	3641272	ds_57046	5.93773@@3641227	-
chr2	3641403	3641509	ds_57050	5.14983@@3641418	-
chr2	3641521	3641602	ds_57051	4.42875@@3641576	-
chr2	3673366	3673469	ds_57118	5.93803@@3673404	-
chr2	3675947	3676000	ds_57125	3.85707@@3675956	-
chr2	3752775	3752855	ds_57332	5.87615@@3752797	-
chr2	3759403	3759453	ds_57371	5.65811@@3759411	-
chr2	3760267	3760327	ds_57374	4.96714@@3760277	-
chr2	3762367	3762425	ds_57383	4.6598@@3762387	-
chr2	3762937	3762989	ds_57387	5.87615@@3762959	-
chr2	3764471	3764554	ds_57395	4.55208@@3764530	-
chr2	3764586	3764638	ds_57396	3.79065@@3764614	-
chr2	3764811	3764862	ds_57399	3.93628@@3764844	-
chr2	3766018	3766112	ds_57414	4.81118@@3766024	-
chr2	3833790	3833840	ds_57594	6.49564@@3833823	-
chr2	3852930	3852991	ds_57644	3.73284@@3852944	-
chr2	3866743	3866793	ds_57688	4.94321@@3866777	-
chr2	3866820	3866882	ds_57689	3.90686@@3866860	-
chr2	3866900	3866968	ds_57690	6.05359@@3866952	-
chr2	3867008	3867088	ds_57691	4.21339@@3867029	-
chr2	3867186	3867244	ds_57692	3.92081@@3867223	-
chr2	3867259	3867346	ds_57693	5.00023@@3867282	-
chr2	3868231	3868284	ds_57708	6.91409@@3868267	-
chr2	3868452	3868527	ds_57712	3.88398@@3868504	-
chr2	3875930	3876002	ds_57744	4.62857@@3875948	-
chr2	3900622	3900822	ds_57847	4.80093@@3900692	-
chr2	3903549	3903614	ds_57865	3.94885@@3903563	-
chr2	3934497	3934550	ds_57927	3.97154@@3934530	-
chr2	3936824	3936990	ds_57936	6.55079@@3936947	-
chr2	3937005	3937097	ds_57937	5.85062@@3937047	-
chr2	3948475	3948554	ds_57963	4.58187@@3948512	-
chr2	3951997	3952087	ds_57982	5.52117@@3952049	-
chr2	3952317	3952376	ds_57985	4.98726@@3952343	-
chr2	3955018	3955074	ds_57998	4.17303@@3955055	-
chr2	3968113	3968188	ds_58043	3.67775@@3968144	-
chr2	3968271	3968333	ds_58045	6.05359@@3968317	-
chr2	3968553	3968608	ds_58048	4.01399@@3968588	-
chr2	3968634	3968722	ds_58049	4.74011@@3968651	-
chr2	3968972	3969060	ds_58054	4.54125@@3969024	-
chr2	3969087	3969315	ds_58055	5.75993@@3969117	-
chr2	3969548	3969647	ds_58059	7.08157@@3969588	-
chr2	3969665	3969845	ds_58060	4.66913@@3969787	-
chr2	4004585	4004645	ds_58196	3.65288@@4004622	-
chr2	4004849	4004916	ds_58197	3.66652@@4004863	-
chr2	4007551	4007609	ds_58213	7.0202@@4007555	-
chr2	4023168	4023254	ds_58250	4.85192@@4023198	-
chr2	4033919	4033984	ds_58291	4.76543@@4033963	-
chr2	4041422	4041507	ds_58313	4.31016@@4041463	-
chr2	4045670	4045726	ds_58322	4.25365@@4045696	-
chr2	4077906	4078068	ds_58371	9.75508@@4078026	-
chr2	4078080	4078166	ds_58372	8.42619@@4078102	-
chr2	4078270	4078330	ds_58374	4.85192@@4078314	-
chr2	4078659	4078728	ds_58377	5.06445@@4078680	-
chr2	4079170	4079462	ds_58381	5.82234@@4079242	-
chr2	4079496	4079585	ds_58382	6.0729@@4079563	-
chr2	4080747	4080818	ds_58390	4.62807@@4080795	-
chr2	4086503	4086555	ds_58403	4.53563@@4086532	-
chr2	4087868	4087951	ds_58409	4.29451@@4087928	-
chr2	4088072	4088129	ds_58410	6.05927@@4088107	-
chr2	4089911	4090017	ds_58418	7.24028@@4089927	-
chr2	4094769	4094820	ds_58438	3.85707@@4094770	-
chr2	4097900	4098007	ds_58446	5.32946@@4097911	-
chr2	4105050	4105107	ds_58475	6.02046@@4105084	-
chr2	4105390	4105441	ds_58476	7.03397@@4105413	-
chr2	4105696	4105753	ds_58480	4.31327@@4105730	-
chr2	4106086	4106150	ds_58486	5.1632@@4106127	-
chr2	4106177	4106423	ds_58487	9.775@@4106225	-
chr2	4106536	4106602	ds_58489	4.26911@@4106576	-
chr2	4106634	4106706	ds_58490	5.60568@@4106656	-
chr2	4106846	4107088	ds_58491	6.92506@@4106903	-
chr2	4107190	4107246	ds_58493	5.60568@@4107223	-
chr2	4107335	4107397	ds_58495	6.89468@@4107375	-
chr2	4107606	4107670	ds_58499	6.40205@@4107647	-
chr2	4107699	4107945	ds_58500	9.775@@4107747	-
chr2	4107961	4108213	ds_58501	9.13867@@4108176	-
chr2	4108392	4108644	ds_58502	6.92506@@4108424	-
chr2	4108710	4108763	ds_58503	5.28854@@4108748	-
chr2	4108852	4108913	ds_58505	6.09842@@4108891	-
chr2	4121516	4121566	ds_58529	3.85707@@4121522	-
chr2	4153834	4153884	ds_58619	3.90815@@4153838	-
chr2	4153896	4153959	ds_58620	3.77656@@4153919	-
chr2	4181901	4181959	ds_58724	4.1953@@4181918	-
chr2	4182000	4182055	ds_58725	5.35074@@4182033	-
chr2	4182250	4182300	ds_58727	5.16111@@4182285	-
chr2	4182545	4182600	ds_58731	5.51754@@4182570	-
chr2	4183849	4183927	ds_58737	4.1131@@4183867	-
chr2	4200600	4200654	ds_58800	5.42617@@4200624	-
chr2	4203115	4203199	ds_58825	3.89734@@4203121	-
chr2	4212879	4212931	ds_58865	3.91706@@4212892	-
chr2	4212988	4213058	ds_58866	4.88813@@4212993	-
chr2	4214722	4214827	ds_58871	6.72354@@4214752	-
chr2	4216767	4216821	ds_58874	7.91977@@4216789	-
chr2	4216878	4216964	ds_58876	5.37883@@4216903	-
chr2	4220250	4220303	ds_58892	3.65517@@4220270	-
chr2	4220514	4220596	ds_58894	3.85162@@4220533	-
chr2	4221717	4221779	ds_58901	5.42712@@4221761	-
chr2	4224294	4224433	ds_58913	4.97569@@4224364	-
chr2	4224918	4224984	ds_58918	5.84254@@4224965	-
chr2	4227160	4227222	ds_58932	5.42712@@4227204	-
chr2	4241398	4241448	ds_58976	4.45434@@4241429	-
chr2	4243919	4243990	ds_58997	4.59566@@4243975	-
chr2	4267662	4267713	ds_59062	3.6112@@4267676	-
chr2	4267731	4267798	ds_59063	3.73284@@4267749	-
chr2	4270147	4270206	ds_59074	3.8807@@4270186	-
chr2	4273217	4273279	ds_59090	5.24351@@4273265	-
chr2	4275915	4275966	ds_59096	4.03891@@4275930	-
chr2	4276088	4276142	ds_59097	3.66739@@4276095	-
chr2	4276157	4276242	ds_59098	4.85747@@4276226	-
chr2	4283701	4283752	ds_59120	5.02148@@4283728	-
chr2	4287546	4287606	ds_59128	3.92646@@4287569	-
chr2	4300009	4300061	ds_59168	6.26052@@4300044	-
chr2	4301654	4301742	ds_59171	5.17322@@4301719	-
chr2	4301921	4302021	ds_59173	8.00236@@4301969	-
chr2	4311369	4311437	ds_59195	3.90167@@4311425	-
chr2	4317444	4317525	ds_59209	3.85707@@4317520	-
chr2	4325727	4325811	ds_59236	5.97983@@4325749	-
chr2	4327981	4328097	ds_59243	5.02148@@4328074	-
chr2	4330391	4330506	ds_59258	7.11079@@4330455	-
chr2	4330671	4330726	ds_59260	5.65811@@4330689	-
chr2	4331157	4331217	ds_59264	3.85707@@4331170	-
chr2	4333092	4333169	ds_59276	6.17239@@4333116	-
chr2	4337120	4337171	ds_59297	4.85192@@4337134	-
chr2	4338314	4338380	ds_59304	3.97154@@4338361	-
chr2	4348771	4348887	ds_59331	6.55079@@4348857	-
chr2	4351908	4351979	ds_59344	8.28672@@4351957	-
chr2	4353610	4353714	ds_59350	5.00279@@4353631	-
chr2	4359869	4359923	ds_59365	6.25416@@4359901	-
chr2	4359937	4360011	ds_59366	4.96714@@4359951	-
chr2	4365314	4365366	ds_59392	5.96603@@4365330	-
chr2	4365679	4365730	ds_59395	4.17653@@4365690	-
chr2	4366496	4366549	ds_59402	5.03351@@4366505	-
chr2	4368617	4368680	ds_59411	3.99055@@4368633	-
chr2	4372342	4372392	ds_59423	4.78608@@4372367	-
chr2	4373711	4373781	ds_59435	4.0006@@4373748	-
chr2	4383153	4383251	ds_59464	6.28486@@4383165	-
chr2	4384412	4384467	ds_59473	3.69204@@4384449	-
chr2	4384508	4384581	ds_59474	3.79985@@4384572	-
chr2	4392727	4392852	ds_59513	3.91543@@4392821	-
chr2	4400876	4400947	ds_59544	3.80738@@4400904	-
chr2	4407703	4407781	ds_59577	4.41408@@4407724	-
chr2	4410473	4410549	ds_59597	3.61823@@4410490	-
chr2	4410873	4410953	ds_59598	4.05782@@4410930	-
chr2	4415717	4415770	ds_59615	4.35613@@4415729	-
chr2	4465795	4465866	ds_59723	3.63569@@4465803	-
chr2	4472216	4472270	ds_59738	5.12198@@4472247	-
chr2	4473679	4473763	ds_59742	6.85752@@4473729	-
chr2	4476405	4476472	ds_59757	6.55079@@4476413	-
chr2	4476499	4476564	ds_59758	6.7083@@4476515	-
chr2	4490750	4490923	ds_59782	4.80217@@4490807	-
chr2	4492914	4492994	ds_59803	4.38244@@4492931	-
chr2	4493026	4493082	ds_59804	5.16152@@4493064	-
chr2	4493185	4493236	ds_59806	3.62523@@4493193	-
chr2	4495668	4495737	ds_59823	5.7899@@4495688	-
chr2	4498225	4498296	ds_59841	5.88398@@4498243	-
chr2	4499105	4499214	ds_59848	4.89621@@4499144	-
chr2	4500243	4500298	ds_59858	4.30758@@4500264	-
chr2	4500443	4500523	ds_59859	5.11567@@4500500	-
chr2	4500542	4500615	ds_59860	4.54793@@4500573	-
chr2	4535828	4535879	ds_59973	4.3481@@4535859	-
chr2	4541784	4541837	ds_59981	5.65811@@4541804	-
chr2	4559040	4559131	ds_60002	5.95823@@4559111	-
chr2	4559184	4559259	ds_60003	5.04053@@4559205	-
chr2	4559377	4559432	ds_60005	4.46402@@4559415	-
chr2	4559506	4559570	ds_60007	5.15534@@4559513	-
chr2	4559589	4559651	ds_60008	5.33116@@4559605	-
chr2	4559958	4560115	ds_60010	5.22599@@4560011	-
chr2	4560347	4560464	ds_60012	5.42712@@4560413	-
chr2	4560519	4560582	ds_60014	3.91805@@4560568	-
chr2	4560607	4560706	ds_60015	5.842@@4560621	-
chr2	4561082	4561142	ds_60020	5.17276@@4561109	-
chr2	4561284	4561395	ds_60022	5.6384@@4561325	-
chr2	4561708	4561812	ds_60027	4.54746@@4561793	-
chr2	4561846	4562003	ds_60028	7.52546@@4561888	-
chr2	4562111	4562222	ds_60030	4.40114@@4562203	-
chr2	4562548	4562601	ds_60035	3.92623@@4562592	-
chr2	4562663	4562732	ds_60037	3.76624@@4562713	-
chr2	4562763	4562921	ds_60038	7.48311@@4562825	-
chr2	4563079	4563218	ds_60041	7.37556@@4563122	-
chr2	4563442	4563712	ds_60044	9.3361@@4563593	-
chr2	4563728	4564043	ds_60045	8.00744@@4563931	-
chr2	4564062	4564626	ds_60046	6.97227@@4564328	-
chr2	4564649	4564727	ds_60047	5.68929@@4564681	-
chr2	4565196	4565263	ds_60052	5.40903@@4565222	-
chr2	4574384	4574483	ds_60081	4.54586@@4574413	-
chr2	4590503	4590577	ds_60143	3.85707@@4590530	-
chr2	4609983	4610034	ds_60184	4.17653@@4609986	-
chr2	4612925	4612984	ds_60200	3.62722@@4612943	-
chr2	4652080	4652161	ds_60286	4.82162@@4652145	-
chr2	4693701	4693780	ds_60376	3.94677@@4693738	-
chr2	4729851	4729937	ds_60462	6.35109@@4729887	-
chr2	4734439	4734533	ds_60478	3.7915@@4734461	-
chr2	4747966	4748023	ds_60527	3.85707@@4748004	-
chr2	4748222	4748318	ds_60529	3.69756@@4748309	-
chr2	4753064	4753115	ds_60539	4.83022@@4753102	-
chr2	4758231	4758287	ds_60558	7.36257@@4758243	-
chr2	4766102	4766163	ds_60573	5.85062@@4766147	-
chr2	4768772	4768826	ds_60578	5.85062@@4768801	-
chr2	4771817	4771923	ds_60580	4.30577@@4771897	-
chr2	4798166	4798216	ds_60633	5.59497@@4798193	-
chr2	4809736	4809829	ds_60660	6.29888@@4809754	-
chr2	4809994	4810071	ds_60663	8.34152@@4810051	-
chr2	4810162	4810216	ds_60665	3.85707@@4810169	-
chr2	4810809	4810981	ds_60672	5.43592@@4810911	-
chr2	4811025	4811094	ds_60673	7.89461@@4811042	-
chr2	4818495	4818561	ds_60727	3.85707@@4818543	-
chr2	4826095	4826173	ds_60740	5.17322@@4826112	-
chr2	4839822	4839908	ds_60762	3.71545@@4839827	-
chr2	4845624	4845675	ds_60775	3.59704@@4845632	-
chr2	4852547	4852627	ds_60797	5.25136@@4852592	-
chr2	4861893	4861955	ds_60821	4.38012@@4861900	-
chr2	4870615	4870667	ds_60861	5.85062@@4870625	-
chr2	4871072	4871136	ds_60862	7.24257@@4871113	-
chr2	4887503	4887561	ds_60952	4.02208@@4887533	-
chr2	4887781	4887937	ds_60955	6.98385@@4887895	-
chr2	4887965	4888052	ds_60956	6.21179@@4887982	-
chr2	4889277	4889342	ds_60957	3.7525@@4889329	-
chr2	4901133	4901191	ds_61000	5.14901@@4901175	-
chr2	4938515	4938637	ds_61146	8.88532@@4938584	-
chr2	4953320	4953378	ds_61186	6.30108@@4953358	-
chr2	4953418	4953470	ds_61187	4.85192@@4953428	-
chr2	4953915	4954013	ds_61191	4.30767@@4953955	-
chr2	4954546	4954618	ds_61196	5.27518@@4954569	-
chr2	4954812	4954863	ds_61198	6.05997@@4954842	-
chr2	4954874	4954943	ds_61199	5.55866@@4954895	-
chr2	4955105	4955170	ds_61200	5.85062@@4955143	-
chr2	4955226	4955278	ds_61201	4.92785@@4955247	-
chr2	4955743	4955801	ds_61207	4.02556@@4955748	-
chr2	4957953	4958004	ds_61216	4.58964@@4957969	-
chr2	4960112	4960194	ds_61230	5.85062@@4960133	-
chr2	4961398	4961489	ds_61237	7.09819@@4961428	-
chr2	4961511	4961672	ds_61238	7.6738@@4961635	-
chr2	4962194	4962258	ds_61242	3.85707@@4962235	-
chr2	4963495	4963550	ds_61249	5.02148@@4963528	-
chr2	4963894	4963952	ds_61254	4.17653@@4963937	-
chr2	4964457	4964520	ds_61260	5.22046@@4964497	-
chr2	4964777	4965001	ds_61263	7.26416@@4964982	-
chr2	4965138	4965195	ds_61265	6.81378@@4965152	-
chr2	4965602	4965886	ds_61266	9.39116@@4965815	-
chr2	4966088	4966145	ds_61269	6.75078@@4966102	-
chr2	4966510	4966627	ds_61270	6.94544@@4966545	-
chr2	4966642	4966752	ds_61271	8.98188@@4966671	-
chr2	4966888	4966994	ds_61272	6.30547@@4966957	-
chr2	4969544	4969626	ds_61278	4.85192@@4969603	-
chr2	4972400	4972503	ds_61290	6.26096@@4972484	-
chr2	4972926	4973013	ds_61291	9.81524@@4972988	-
chr2	4973452	4973600	ds_61296	5.71326@@4973521	-
chr2	4973683	4973755	ds_61298	6.43875@@4973703	-
chr2	4978617	4978676	ds_61311	5.25334@@4978660	-
chr2	4979138	4979191	ds_61316	5.064@@4979171	-
chr2	4979467	4979528	ds_61320	6.52843@@4979507	-
chr2	4979731	4979843	ds_61323	4.8729@@4979738	-
chr2	4982800	4982895	ds_61350	4.65625@@4982869	-
chr2	4984642	4984733	ds_61368	4.64264@@4984716	-
chr2	4987295	4987477	ds_61390	5.79707@@4987399	-
chr2	4987488	4987554	ds_61391	5.1879@@4987530	-
chr2	4988699	4988755	ds_61402	3.88432@@4988716	-
chr2	4989281	4989396	ds_61406	6.21968@@4989294	-
chr2	4989782	4989841	ds_61411	5.25334@@4989825	-
chr2	4990234	4990294	ds_61413	5.53777@@4990251	-
chr2	4993149	4993217	ds_61437	4.71394@@4993191	-
chr2	4993476	4993606	ds_61441	4.17142@@4993525	-
chr2	4993626	4993735	ds_61442	3.81076@@4993663	-
chr2	5009194	5009266	ds_61481	5.85062@@5009211	-
chr2	5009552	5009638	ds_61485	4.85192@@5009612	-
chr2	5010201	5010251	ds_61487	7.71565@@5010232	-
chr2	5018526	5018578	ds_61514	6.09842@@5018549	-
chr2	5022891	5022974	ds_61533	4.85192@@5022951	-
chr2	5026904	5026966	ds_61541	4.17653@@5026950	-
chr2	5038487	5038551	ds_61571	4.43822@@5038517	-
chr2	5041023	5041076	ds_61575	3.95133@@5041046	-
chr2	5041215	5041274	ds_61578	3.9435@@5041228	-
chr2	5042261	5042320	ds_61591	4.17653@@5042303	-
chr2	5042938	5042992	ds_61598	3.85707@@5042976	-
chr2	5046125	5046244	ds_61623	4.75905@@5046191	-
chr2	5047229	5047492	ds_61632	7.04617@@5047471	-
chr2	5047640	5047701	ds_61634	5.31054@@5047645	-
chr2	5047909	5047975	ds_61637	3.90065@@5047928	-
chr2	5048114	5048166	ds_61640	5.87509@@5048148	-
chr2	5050796	5050864	ds_61649	3.85707@@5050827	-
chr2	5052264	5052476	ds_61650	7.51127@@5052353	-
chr2	5056701	5056762	ds_61666	3.7408@@5056720	-
chr2	5057942	5057996	ds_61669	4.63881@@5057956	-
chr2	5059204	5059313	ds_61681	5.90021@@5059247	-
chr2	5059341	5059404	ds_61682	5.07825@@5059345	-
chr2	5080663	5080770	ds_61735	5.16841@@5080677	-
chr2	5081540	5081613	ds_61738	6.23127@@5081565	-
chr2	5085255	5085339	ds_61755	3.65076@@5085320	-
chr2	5092267	5092334	ds_61793	5.18709@@5092330	-
chr2	5092467	5092541	ds_61796	5.69739@@5092515	-
chr2	5094521	5094605	ds_61803	3.65076@@5094586	-
chr2	5095494	5095552	ds_61807	5.99077@@5095512	-
chr2	5096133	5096214	ds_61811	5.2609@@5096199	-
chr2	5096634	5096796	ds_61815	5.15916@@5096700	-
chr2	5097147	5097295	ds_61819	4.40636@@5097227	-
chr2	5099970	5100021	ds_61833	5.66347@@5100000	-
chr2	5101183	5101247	ds_61842	3.85707@@5101227	-
chr2	5101320	5101406	ds_61843	4.57539@@5101380	-
chr2	5103116	5103204	ds_61861	4.5897@@5103190	-
chr2	5104822	5104950	ds_61869	3.59736@@5104839	-
