chromosome	start	end	id	score@@peak	strand
chr3	15678996	15679070	ss_73874	-3.02203@@15679008	-
chr3	15769065	15769146	ss_73901	-2.08273@@15769122	-
chr3	15769378	15769448	ss_73903	-2.62346@@15769378	-
chr3	15769647	15769703	ss_73904	-2.62346@@15769654	-
chr3	15770272	15770340	ss_73909	-2.08273@@15770272	-
chr3	15771010	15771084	ss_73913	-2.62346@@15771010	-
chr3	15771164	15771215	ss_73914	-3.59488@@15771164	-
chr3	15771395	15771452	ss_73918	-3.33614@@15771424	-
chr3	15771831	15771892	ss_73921	-2.62346@@15771857	-
chr3	15772228	15772302	ss_73924	-2.08273@@15772228	-
chr3	15772719	15772770	ss_73925	-3.59488@@15772742	-
chr3	15775293	15775361	ss_73941	-3.33614@@15775305	-
chr3	15870260	15870333	ss_74004	-3.59488@@15870280	-
chr3	15889095	15889145	ss_74015	-1.27155@@15889095	-
chr3	15889321	15889374	ss_74016	-3.59488@@15889329	-
chr3	15902122	15902205	ss_74030	-2.08273@@15902122	-
chr3	15913615	15913667	ss_74043	-2.08273@@15913634	-
chr3	15914568	15914627	ss_74047	-2.08273@@15914604	-
chr3	15915076	15915140	ss_74049	-1.27155@@15915076	-
chr3	15955760	15955814	ss_74068	-2.08273@@15955760	-
chr3	16001164	16001225	ss_74088	-2.62346@@16001188	-
chr3	16011723	16011790	ss_74095	-3.02203@@16011729	-
chr3	16013524	16013583	ss_74103	-3.33614@@16013527	-
chr3	16029071	16029151	ss_74118	-3.02203@@16029106	-
chr3	16030324	16030374	ss_74122	-2.62346@@16030335	-
chr3	16030588	16030658	ss_74123	-2.62346@@16030609	-
chr3	16036744	16036831	ss_74133	-2.62346@@16036782	-
chr3	16044656	16044730	ss_74135	-2.08273@@16044656	-
chr3	16048852	16048902	ss_74141	-1.72368@@16048852	-
chr3	16068580	16068640	ss_74150	-2.08273@@16068629	-
chr3	16092101	16092194	ss_74156	-2.62346@@16092160	-
chr3	16168763	16168842	ss_74199	-2.08273@@16168790	-
chr3	16192024	16192099	ss_74220	-2.08273@@16192024	-
chr3	16207513	16207567	ss_74225	-2.08273@@16207513	-
chr3	16228349	16228409	ss_74235	-3.02203@@16228373	-
chr3	16228725	16228798	ss_74238	-3.02203@@16228734	-
chr3	16229102	16229160	ss_74239	-1.27155@@16229102	-
chr3	16231716	16231787	ss_74250	-3.59488@@16231742	-
chr3	16232046	16232096	ss_74252	-2.37645@@16232065	-
chr3	16232516	16232583	ss_74254	-2.62346@@16232516	-
chr3	16248208	16248282	ss_74270	-1.27155@@16248208	-
chr3	16297254	16297304	ss_74298	-3.02203@@16297254	-
chr3	16331908	16331967	ss_74310	-1.72368@@16331908	-
chr3	16342383	16342433	ss_74314	-3.33614@@16342402	-
chr3	16362398	16362466	ss_74323	-1.27155@@16362398	-
chr3	16374718	16374773	ss_74333	-3.32273@@16374718	-
chr3	16375699	16375827	ss_74336	-3.59488@@16375751	-
chr3	16376210	16376289	ss_74337	-2.08273@@16376230	-
chr3	16413691	16413802	ss_74346	-2.08273@@16413728	-
chr3	16414132	16414182	ss_74348	-2.08273@@16414132	-
chr3	16471788	16471848	ss_74365	-1.27155@@16471788	-
chr3	16491971	16492027	ss_74399	-3.02203@@16492017	-
chr3	16492423	16492473	ss_74402	-2.62346@@16492433	-
chr3	16493521	16493588	ss_74407	-3.59488@@16493531	-
chr3	16498476	16498532	ss_74418	-2.08273@@16498476	-
chr3	16502961	16503034	ss_74419	-2.08273@@16502961	-
chr3	16515757	16515814	ss_74423	-2.62346@@16515757	-
chr3	16544202	16544252	ss_74444	-3.02203@@16544202	-
chr3	16547627	16547701	ss_74463	-2.62346@@16547669	-
chr3	16557993	16558055	ss_74470	-2.62346@@16557993	-
chr3	16571654	16571709	ss_74479	-2.62346@@16571675	-
chr3	16573061	16573167	ss_74485	-3.59488@@16573074	-
chr3	16573334	16573390	ss_74486	-2.08273@@16573334	-
chr3	16596678	16596730	ss_74491	-1.27155@@16596678	-
chr3	16597990	16598074	ss_74494	-3.59488@@16598040	-
chr3	16622959	16623018	ss_74508	-3.59488@@16622964	-
chr3	16624804	16624894	ss_74518	-3.02203@@16624804	-
chr3	16658145	16658212	ss_74540	-2.62346@@16658145	-
chr3	16667261	16667324	ss_74548	-1.27155@@16667261	-
chr3	16668472	16668566	ss_74551	-2.62346@@16668532	-
chr3	16683740	16683791	ss_74562	-2.08273@@16683740	-
chr3	16688782	16688846	ss_74566	-3.33614@@16688810	-
chr3	16689162	16689226	ss_74569	-2.62346@@16689162	-
chr3	16721738	16721812	ss_74575	-2.46327@@16721743	-
chr3	16730033	16730107	ss_74578	-1.27155@@16730033	-
chr3	16735430	16735497	ss_74585	-3.33614@@16735430	-
chr3	16735692	16735781	ss_74586	-2.08273@@16735692	-
chr3	16739408	16739462	ss_74587	-3.33614@@16739433	-
chr3	16739616	16739742	ss_74590	-2.08273@@16739619	-
chr3	16749218	16749290	ss_74597	-3.33614@@16749254	-
chr3	16750296	16750355	ss_74601	-2.08273@@16750317	-
chr3	16750583	16750655	ss_74603	-2.08273@@16750583	-
chr3	16751645	16751706	ss_74606	-3.59488@@16751667	-
chr3	16753364	16753415	ss_74611	-1.27155@@16753364	-
chr3	16755776	16755826	ss_74614	-1.27155@@16755776	-
chr3	16793607	16793674	ss_74624	-2.62346@@16793607	-
chr3	16794275	16794356	ss_74627	-3.59488@@16794282	-
chr3	16829489	16829565	ss_74653	-2.83594@@16829497	-
chr3	16836576	16836628	ss_74658	-2.08273@@16836576	-
chr3	16857507	16857558	ss_74678	-3.33614@@16857534	-
chr3	16858173	16858235	ss_74681	-1.27155@@16858173	-
chr3	16860909	16860964	ss_74702	-3.59488@@16860911	-
chr3	16871053	16871127	ss_74711	-3.33614@@16871053	-
chr3	16875232	16875322	ss_74717	-3.59488@@16875241	-
chr3	16913221	16913272	ss_74760	-2.08273@@16913221	-
chr3	16929114	16929188	ss_74773	-3.02203@@16929154	-
chr3	16929302	16929365	ss_74774	-3.02203@@16929322	-
chr3	16954691	16954745	ss_74787	-1.27155@@16954691	-
chr3	16977422	16977484	ss_74800	-1.27155@@16977422	-
chr3	16978219	16978294	ss_74803	-3.02203@@16978221	-
chr3	16978840	16978892	ss_74805	-2.62346@@16978840	-
chr3	17016091	17016171	ss_74816	-3.02203@@17016127	-
chr3	17064853	17064917	ss_74836	-2.62346@@17064895	-
chr3	17066212	17066264	ss_74841	-2.62346@@17066212	-
chr3	17089738	17089790	ss_74854	-2.62346@@17089757	-
chr3	17093071	17093133	ss_74867	-3.59488@@17093086	-
chr3	17093303	17093358	ss_74868	-2.08273@@17093303	-
chr3	17093593	17093657	ss_74870	-2.08273@@17093627	-
chr3	17095132	17095191	ss_74877	-3.02203@@17095153	-
chr3	17097094	17097155	ss_74886	-3.33614@@17097095	-
chr3	17123875	17123926	ss_74892	-3.02203@@17123885	-
chr3	17124656	17124718	ss_74898	-1.27155@@17124656	-
chr3	17127431	17127486	ss_74921	-1.27155@@17127431	-
chr3	17132806	17132860	ss_74941	-2.08273@@17132820	-
chr3	17133986	17134067	ss_74946	-3.02203@@17134029	-
chr3	17134423	17134479	ss_74949	-2.62346@@17134423	-
chr3	17136491	17136558	ss_74959	-2.08273@@17136491	-
chr3	17158059	17158113	ss_74968	-1.72368@@17158059	-
chr3	17158432	17158495	ss_74969	-1.27155@@17158432	-
chr3	17160648	17160709	ss_74974	-3.33614@@17160658	-
chr3	17162109	17162189	ss_74990	-3.02203@@17162142	-
chr3	17171190	17171264	ss_74994	-2.62346@@17171190	-
chr3	17171626	17171700	ss_74995	-2.08273@@17171626	-
chr3	17179842	17179898	ss_75012	-2.62346@@17179842	-
chr3	17179936	17180057	ss_75013	-3.33614@@17179945	-
chr3	17180973	17181035	ss_75015	-3.59488@@17180997	-
chr3	17181225	17181292	ss_75017	-3.02203@@17181234	-
chr3	17189700	17189774	ss_75029	-2.83594@@17189700	-
chr3	17190150	17190211	ss_75030	-2.08273@@17190151	-
chr3	17193537	17193590	ss_75038	-2.08273@@17193547	-
chr3	17211090	17211151	ss_75050	-3.59488@@17211096	-
chr3	17218395	17218499	ss_75079	-3.07741@@17218406	-
chr3	17219163	17219221	ss_75087	-3.02203@@17219185	-
chr3	17232214	17232265	ss_75094	-2.62346@@17232239	-
chr3	17232859	17232920	ss_75103	-2.62346@@17232859	-
chr3	17233221	17233280	ss_75106	-3.02203@@17233238	-
chr3	17242991	17243041	ss_75120	-2.08273@@17242991	-
chr3	17244093	17244153	ss_75125	-2.62346@@17244114	-
chr3	17254792	17254845	ss_75142	-2.28449@@17254792	-
chr3	17266575	17266625	ss_75147	-3.02203@@17266606	-
chr3	17280940	17281008	ss_75157	-2.08273@@17280989	-
chr3	17288797	17288863	ss_75177	-3.02203@@17288807	-
chr3	17292740	17292790	ss_75189	-3.02203@@17292778	-
chr3	17295507	17295565	ss_75201	-3.02203@@17295531	-
chr3	17296091	17296148	ss_75204	-2.08273@@17296108	-
chr3	17296163	17296223	ss_75205	-3.59488@@17296177	-
chr3	17296901	17296975	ss_75207	-2.08273@@17296901	-
chr3	17301462	17301532	ss_75216	-1.27155@@17301462	-
chr3	17304416	17304477	ss_75235	-2.62346@@17304416	-
chr3	17307498	17307560	ss_75254	-3.33614@@17307512	-
chr3	17314387	17314487	ss_75266	-3.47121@@17314434	-
chr3	17314627	17314707	ss_75268	-2.62346@@17314648	-
chr3	17315908	17315969	ss_75275	-2.08273@@17315908	-
chr3	17317709	17317759	ss_75282	-2.08273@@17317709	-
chr3	17336684	17336741	ss_75287	-2.08273@@17336684	-
chr3	17337482	17337550	ss_75294	-3.59488@@17337502	-
chr3	17338497	17338554	ss_75299	-3.59488@@17338553	-
chr3	17340312	17340372	ss_75315	-3.33614@@17340321	-
chr3	17341601	17341658	ss_75316	-1.27155@@17341601	-
chr3	17348478	17348529	ss_75319	-3.59488@@17348478	-
chr3	17351605	17351724	ss_75328	-3.33614@@17351666	-
chr3	17360162	17360247	ss_75336	-3.02203@@17360212	-
chr3	17361641	17361695	ss_75344	-1.27155@@17361641	-
chr3	17400550	17400637	ss_75359	-3.02203@@17400559	-
chr3	17428871	17428932	ss_75370	-3.02203@@17428871	-
chr3	17439737	17439787	ss_75390	-3.59488@@17439750	-
chr3	17440595	17440648	ss_75395	-3.02203@@17440625	-
chr3	17440978	17441061	ss_75400	-3.33614@@17440986	-
chr3	17441101	17441185	ss_75401	-2.62346@@17441146	-
chr3	17453671	17453724	ss_75408	-3.59488@@17453674	-
chr3	17453957	17454041	ss_75410	-3.59488@@17453957	-
chr3	17469019	17469086	ss_75423	-3.59488@@17469039	-
chr3	17472408	17472488	ss_75426	-3.02203@@17472466	-
chr3	17473347	17473411	ss_75433	-3.59488@@17473347	-
chr3	17475068	17475128	ss_75443	-1.27155@@17475068	-
chr3	17485444	17485509	ss_75452	-2.08273@@17485444	-
chr3	17493646	17493716	ss_75465	-2.67315@@17493707	-
chr3	17504237	17504289	ss_75479	-3.02203@@17504237	-
chr3	17505920	17506027	ss_75494	-3.33614@@17505963	-
chr3	17517804	17517864	ss_75498	-2.23641@@17517804	-
chr3	17518239	17518304	ss_75499	-2.08273@@17518239	-
chr3	17525717	17525775	ss_75503	-3.33614@@17525726	-
chr3	17525881	17525993	ss_75504	-3.59488@@17525915	-
chr3	17526492	17526565	ss_75508	-2.62346@@17526492	-
chr3	17536179	17536241	ss_75513	-3.02203@@17536241	-
chr3	17536438	17536503	ss_75515	-3.02203@@17536469	-
chr3	17536968	17537019	ss_75518	-1.27155@@17536968	-
chr3	17540939	17541053	ss_75527	-3.33614@@17541020	-
chr3	17563338	17563444	ss_75535	-3.33614@@17563402	-
chr3	17578051	17578116	ss_75556	-3.33614@@17578116	-
chr3	17579337	17579415	ss_75563	-3.02203@@17579375	-
chr3	17583911	17584037	ss_75569	-3.33614@@17583965	-
chr3	17585250	17585310	ss_75577	-3.02203@@17585282	-
chr3	17597936	17598006	ss_75600	-1.27155@@17597936	-
chr3	17637287	17637338	ss_75608	-3.02203@@17637334	-
chr3	17655292	17655378	ss_75637	-2.62346@@17655304	-
chr3	17660721	17660773	ss_75662	-3.59488@@17660736	-
chr3	17666481	17666539	ss_75670	-2.62346@@17666481	-
chr3	17667709	17667778	ss_75680	-3.33614@@17667709	-
chr3	17669190	17669240	ss_75688	-3.33614@@17669200	-
chr3	17669439	17669490	ss_75689	-2.62346@@17669439	-
chr3	17671120	17671176	ss_75701	-2.62346@@17671130	-
chr3	17672037	17672110	ss_75708	-3.59488@@17672076	-
chr3	17673174	17673290	ss_75716	-2.83594@@17673262	-
chr3	17674495	17674546	ss_75721	-1.27155@@17674495	-
chr3	17675634	17675705	ss_75725	-3.33614@@17675653	-
chr3	17680147	17680207	ss_75751	-3.59488@@17680158	-
chr3	17680954	17681008	ss_75759	-1.27155@@17680954	-
chr3	17681183	17681247	ss_75761	-3.33614@@17681217	-
chr3	17688286	17688423	ss_75767	-3.33614@@17688407	-
chr3	17688602	17688687	ss_75769	-3.02203@@17688602	-
chr3	17689190	17689262	ss_75773	-3.02203@@17689198	-
chr3	17697866	17697921	ss_75777	-1.27155@@17697866	-
chr3	17698144	17698197	ss_75780	-2.87097@@17698155	-
chr3	17698432	17698490	ss_75784	-1.27155@@17698432	-
chr3	17698813	17698868	ss_75786	-3.59488@@17698829	-
chr3	17698919	17698986	ss_75787	-3.33614@@17698932	-
chr3	17700474	17700526	ss_75800	-2.08273@@17700483	-
chr3	17714283	17714356	ss_75812	-3.33614@@17714323	-
chr3	17716247	17716321	ss_75820	-1.27155@@17716247	-
chr3	17718049	17718118	ss_75828	-3.02203@@17718079	-
chr3	17718660	17718732	ss_75833	-3.59488@@17718713	-
chr3	17722425	17722487	ss_75846	-1.27155@@17722425	-
chr3	17725239	17725301	ss_75850	-1.27155@@17725239	-
chr3	17726536	17726595	ss_75851	-2.08273@@17726536	-
chr3	17735181	17735247	ss_75872	-1.27155@@17735181	-
chr3	17744078	17744131	ss_75911	-3.02203@@17744107	-
chr3	17744724	17744797	ss_75915	-3.02203@@17744752	-
chr3	17745061	17745129	ss_75920	-3.59488@@17745125	-
chr3	17745393	17745446	ss_75924	-2.08273@@17745408	-
chr3	17745846	17745905	ss_75929	-2.83594@@17745899	-
chr3	17747173	17747280	ss_75941	-2.51221@@17747232	-
chr3	17748356	17748409	ss_75949	-1.93203@@17748388	-
chr3	17753208	17753259	ss_75954	-1.27155@@17753208	-
chr3	17759213	17759280	ss_75980	-2.08273@@17759221	-
chr3	17780406	17780479	ss_75992	-2.62346@@17780452	-
chr3	17786216	17786281	ss_76002	-3.02203@@17786270	-
chr3	17789813	17789874	ss_76019	-1.27155@@17789813	-
chr3	17789887	17789944	ss_76020	-3.02203@@17789908	-
chr3	17790609	17790685	ss_76022	-3.02203@@17790668	-
chr3	17833084	17833214	ss_76050	-3.33614@@17833177	-
chr3	17833229	17833301	ss_76051	-2.08273@@17833232	-
chr3	17833362	17833425	ss_76052	-1.27155@@17833362	-
chr3	17833864	17833945	ss_76054	-3.33614@@17833883	-
chr3	17834908	17834981	ss_76058	-2.62346@@17834922	-
chr3	17836662	17836716	ss_76067	-3.33614@@17836678	-
chr3	17870241	17870302	ss_76077	-2.08273@@17870243	-
chr3	17870781	17870854	ss_76079	-3.59488@@17870802	-
chr3	17873109	17873178	ss_76087	-3.02203@@17873122	-
chr3	17893121	17893182	ss_76095	-3.33614@@17893157	-
chr3	17893377	17893438	ss_76096	-3.02203@@17893389	-
chr3	17908259	17908396	ss_76101	-3.59488@@17908307	-
chr3	17908711	17908786	ss_76103	-3.59488@@17908727	-
chr3	17941781	17941835	ss_76140	-2.08273@@17941781	-
chr3	17958979	17959051	ss_76146	-3.02203@@17958979	-
chr3	17968186	17968258	ss_76153	-2.08273@@17968186	-
chr3	17976023	17976114	ss_76162	-2.08273@@17976093	-
chr3	18002738	18002811	ss_76187	-3.02203@@18002738	-
chr3	18004015	18004068	ss_76193	-3.33614@@18004042	-
chr3	18007389	18007482	ss_76198	-3.02203@@18007417	-
chr3	18008797	18008863	ss_76200	-3.59488@@18008811	-
chr3	18010849	18010899	ss_76211	-3.59488@@18010871	-
chr3	18020664	18020738	ss_76229	-1.27155@@18020664	-
chr3	18037807	18037877	ss_76235	-3.02203@@18037835	-
chr3	18079485	18079540	ss_76256	-2.08273@@18079485	-
chr3	18091417	18091473	ss_76270	-2.62346@@18091446	-
chr3	18095506	18095599	ss_76273	-2.08273@@18095506	-
chr3	18095929	18096009	ss_76276	-3.47121@@18095983	-
chr3	18096355	18096414	ss_76282	-2.08273@@18096362	-
chr3	18101614	18101690	ss_76292	-3.59488@@18101644	-
chr3	18102032	18102084	ss_76293	-2.08273@@18102032	-
chr3	18102408	18102458	ss_76295	-1.27155@@18102408	-
chr3	18123820	18123879	ss_76314	-3.59488@@18123836	-
chr3	18125676	18125728	ss_76325	-3.33614@@18125695	-
chr3	18125837	18125898	ss_76327	-2.29387@@18125872	-
chr3	18141475	18141552	ss_76338	-3.33614@@18141521	-
chr3	18159867	18159934	ss_76357	-3.33614@@18159917	-
chr3	18160237	18160316	ss_76362	-3.33614@@18160282	-
chr3	18160786	18160840	ss_76364	-2.62346@@18160812	-
chr3	18166815	18166867	ss_76367	-3.02203@@18166843	-
chr3	18186352	18186423	ss_76382	-2.08273@@18186352	-
chr3	18186775	18186844	ss_76383	-2.08273@@18186775	-
chr3	18190081	18190160	ss_76396	-3.02203@@18190084	-
chr3	18191224	18191320	ss_76398	-2.62346@@18191270	-
chr3	18191352	18191416	ss_76399	-2.62346@@18191352	-
chr3	18194519	18194585	ss_76408	-3.59488@@18194534	-
chr3	18195120	18195197	ss_76411	-2.62346@@18195153	-
chr3	18195866	18195917	ss_76414	-1.27155@@18195866	-
chr3	18211941	18212011	ss_76423	-3.59488@@18211959	-
chr3	18212043	18212126	ss_76424	-3.33614@@18212061	-
chr3	18212475	18212540	ss_76426	-3.02203@@18212475	-
chr3	18214137	18214191	ss_76433	-3.02203@@18214156	-
chr3	18215004	18215056	ss_76437	-2.62346@@18215004	-
chr3	18216985	18217047	ss_76443	-2.08273@@18216985	-
chr3	18217201	18217266	ss_76445	-1.27155@@18217201	-
chr3	18222705	18222765	ss_76456	-2.62346@@18222705	-
chr3	18223484	18223550	ss_76461	-3.33614@@18223509	-
chr3	18224079	18224138	ss_76464	-1.27155@@18224079	-
chr3	18234335	18234389	ss_76475	-2.08273@@18234335	-
chr3	18250236	18250286	ss_76488	-1.27155@@18250236	-
chr3	18260014	18260083	ss_76503	-3.02203@@18260026	-
chr3	18285530	18285598	ss_76518	-3.59488@@18285543	-
chr3	18289389	18289454	ss_76533	-3.02203@@18289426	-
chr3	18297779	18297841	ss_76543	-3.59488@@18297779	-
chr3	18298291	18298346	ss_76547	-2.62346@@18298325	-
chr3	18304210	18304260	ss_76563	-2.62346@@18304210	-
chr3	18307455	18307533	ss_76565	-3.59488@@18307484	-
chr3	18312046	18312102	ss_76569	-2.62346@@18312046	-
chr3	18316534	18316633	ss_76577	-3.33614@@18316534	-
chr3	18319922	18320057	ss_76581	-3.59488@@18319986	-
chr3	18321938	18322012	ss_76586	-1.27155@@18321938	-
chr3	18347130	18347181	ss_76609	-3.33614@@18347148	-
chr3	18349151	18349204	ss_76619	-2.62346@@18349156	-
chr3	18349280	18349353	ss_76620	-3.59488@@18349314	-
chr3	18349529	18349581	ss_76622	-3.59488@@18349535	-
chr3	18349755	18349826	ss_76625	-2.08273@@18349769	-
chr3	18349923	18349995	ss_76626	-3.59488@@18349956	-
chr3	18351374	18351457	ss_76630	-2.62346@@18351374	-
chr3	18352317	18352373	ss_76638	-3.33614@@18352318	-
chr3	18361493	18361562	ss_76646	-2.62346@@18361493	-
chr3	18364219	18364295	ss_76661	-2.62346@@18364219	-
chr3	18364538	18364606	ss_76663	-2.08273@@18364538	-
chr3	18371984	18372038	ss_76668	-1.27155@@18371984	-
chr3	18380652	18380707	ss_76674	-1.27155@@18380652	-
chr3	18381155	18381225	ss_76677	-2.08273@@18381155	-
chr3	18381419	18381548	ss_76679	-3.59488@@18381478	-
chr3	18382983	18383057	ss_76683	-2.08273@@18383006	-
chr3	18385533	18385612	ss_76694	-2.08273@@18385533	-
chr3	18388088	18388148	ss_76704	-2.70842@@18388103	-
chr3	18388847	18388920	ss_76708	-3.02203@@18388847	-
chr3	18400333	18400405	ss_76717	-3.02203@@18400333	-
chr3	18407208	18407268	ss_76745	-3.02203@@18407217	-
chr3	18407521	18407579	ss_76746	-3.59488@@18407540	-
chr3	18441013	18441077	ss_76766	-3.59488@@18441038	-
chr3	18441469	18441541	ss_76767	-1.27155@@18441469	-
chr3	18442291	18442343	ss_76771	-3.33614@@18442291	-
chr3	18442429	18442484	ss_76772	-3.02203@@18442429	-
chr3	18442966	18443031	ss_76776	-2.08273@@18442966	-
chr3	18443797	18443866	ss_76779	-3.59488@@18443827	-
chr3	18444938	18445040	ss_76783	-2.08273@@18444966	-
chr3	18446021	18446077	ss_76788	-2.08273@@18446021	-
chr3	18446419	18446484	ss_76791	-3.02203@@18446425	-
chr3	18468779	18468865	ss_76811	-2.62346@@18468826	-
chr3	18468998	18469062	ss_76812	-2.08273@@18468998	-
chr3	18492361	18492414	ss_76852	-1.27155@@18492361	-
chr3	18505951	18506014	ss_76872	-3.59488@@18506009	-
chr3	18532442	18532533	ss_76881	-3.02203@@18532442	-
chr3	18533392	18533453	ss_76888	-2.21154@@18533396	-
chr3	18533473	18533541	ss_76889	-3.02203@@18533504	-
chr3	18549510	18549560	ss_76902	-2.08273@@18549510	-
chr3	18558567	18558632	ss_76918	-3.02203@@18558609	-
chr3	18558675	18558728	ss_76919	-3.59488@@18558685	-
chr3	18580737	18580863	ss_76938	-3.59488@@18580760	-
chr3	18583495	18583558	ss_76945	-2.08273@@18583495	-
chr3	18586238	18586300	ss_76951	-2.08273@@18586238	-
chr3	18589969	18590020	ss_76952	-1.27155@@18589969	-
chr3	18618165	18618222	ss_76974	-1.27155@@18618165	-
chr3	18625467	18625517	ss_76990	-3.33614@@18625483	-
chr3	18627182	18627234	ss_77001	-3.59488@@18627198	-
chr3	18627738	18627795	ss_77006	-2.62346@@18627739	-
chr3	18648242	18648325	ss_77016	-2.62346@@18648302	-
chr3	18648613	18648700	ss_77017	-1.27155@@18648613	-
chr3	18648824	18648881	ss_77019	-3.02203@@18648829	-
chr3	18657464	18657519	ss_77023	-3.59488@@18657486	-
chr3	18666321	18666381	ss_77035	-1.27155@@18666321	-
chr3	18677949	18678004	ss_77042	-2.08273@@18677950	-
chr3	18679235	18679351	ss_77047	-3.59488@@18679262	-
chr3	18679678	18679743	ss_77050	-3.59488@@18679687	-
chr3	18680574	18680678	ss_77054	-3.59488@@18680590	-
chr3	18681283	18681333	ss_77060	-2.08273@@18681312	-
chr3	18683597	18683662	ss_77081	-2.62346@@18683598	-
chr3	18688731	18688787	ss_77092	-3.33614@@18688731	-
chr3	18691713	18691764	ss_77102	-3.33614@@18691737	-
chr3	18692278	18692360	ss_77104	-3.33614@@18692305	-
chr3	18692371	18692421	ss_77105	-1.27155@@18692371	-
chr3	18693460	18693524	ss_77106	-2.08273@@18693460	-
chr3	18696174	18696264	ss_77115	-3.02203@@18696190	-
chr3	18698429	18698480	ss_77128	-3.59488@@18698446	-
chr3	18698785	18698841	ss_77130	-2.08273@@18698785	-
chr3	18699072	18699128	ss_77132	-1.29719@@18699072	-
chr3	18699646	18699699	ss_77136	-3.02203@@18699672	-
chr3	18707270	18707324	ss_77141	-2.62346@@18707270	-
chr3	18711089	18711163	ss_77143	-2.08273@@18711089	-
chr3	18711463	18711514	ss_77145	-2.62346@@18711491	-
chr3	18718171	18718227	ss_77156	-2.08273@@18718185	-
chr3	18784998	18785103	ss_77200	-3.02203@@18785077	-
chr3	18785567	18785618	ss_77202	-1.27155@@18785567	-
chr3	18785743	18785796	ss_77203	-3.02203@@18785743	-
chr3	18835136	18835189	ss_77253	-3.59488@@18835186	-
chr3	18855458	18855517	ss_77280	-2.62346@@18855492	-
chr3	18862209	18862277	ss_77282	-2.83594@@18862227	-
chr3	18875500	18875599	ss_77289	-3.33614@@18875577	-
chr3	18876327	18876431	ss_77301	-3.18741@@18876342	-
chr3	18877037	18877119	ss_77307	-3.59488@@18877067	-
chr3	18877626	18877687	ss_77309	-2.62346@@18877667	-
chr3	18882822	18882887	ss_77320	-2.08273@@18882822	-
chr3	18889747	18889797	ss_77322	-2.62346@@18889747	-
chr3	18895213	18895290	ss_77354	-3.02203@@18895256	-
chr3	18896590	18896653	ss_77358	-2.08273@@18896597	-
chr3	18900984	18901063	ss_77362	-2.08273@@18900984	-
chr3	18902050	18902112	ss_77366	-3.02203@@18902072	-
chr3	18922393	18922443	ss_77375	-3.33614@@18922398	-
chr3	18922919	18922979	ss_77376	-3.59488@@18922976	-
chr3	18923338	18923388	ss_77378	-1.27155@@18923338	-
chr3	18929913	18929982	ss_77380	-1.27155@@18929913	-
chr3	18938340	18938413	ss_77384	-2.08273@@18938340	-
chr3	18939929	18939988	ss_77389	-2.08273@@18939929	-
chr3	18951160	18951213	ss_77420	-2.08273@@18951180	-
chr3	18951865	18951927	ss_77422	-3.02203@@18951895	-
chr3	18971132	18971196	ss_77440	-1.27155@@18971132	-
chr3	18980926	18980996	ss_77447	-1.27155@@18980926	-
chr3	18982188	18982238	ss_77451	-3.02203@@18982205	-
chr3	18990766	18990860	ss_77473	-1.27155@@18990766	-
chr3	18991660	18991714	ss_77476	-3.59488@@18991660	-
chr3	18998484	18998558	ss_77477	-2.08273@@18998484	-
chr3	19023189	19023263	ss_77501	-3.02203@@19023189	-
chr3	19023357	19023464	ss_77502	-3.59488@@19023408	-
chr3	19040442	19040515	ss_77510	-2.08273@@19040442	-
chr3	19045966	19046024	ss_77517	-2.08273@@19045997	-
chr3	19046082	19046139	ss_77518	-2.62346@@19046116	-
chr3	19046254	19046315	ss_77519	-3.02203@@19046279	-
chr3	19046426	19046484	ss_77520	-3.59488@@19046445	-
chr3	19049996	19050064	ss_77540	-3.59488@@19050007	-
chr3	19056281	19056340	ss_77545	-2.08273@@19056281	-
chr3	19066028	19066101	ss_77549	-1.27155@@19066028	-
chr3	19068455	19068505	ss_77550	-2.62346@@19068473	-
chr3	19105319	19105373	ss_77568	-2.62346@@19105319	-
chr3	19106995	19107051	ss_77579	-2.08273@@19107029	-
chr3	19107524	19107596	ss_77583	-3.59488@@19107555	-
chr3	19113557	19113614	ss_77591	-2.08273@@19113566	-
chr3	19117608	19117659	ss_77595	-2.62346@@19117624	-
chr3	19131167	19131217	ss_77627	-3.59488@@19131173	-
chr3	19132484	19132540	ss_77635	-3.59488@@19132513	-
chr3	19138942	19138997	ss_77653	-2.08273@@19138953	-
chr3	19141918	19141973	ss_77663	-3.02203@@19141940	-
chr3	19189005	19189055	ss_77681	-3.59488@@19189019	-
chr3	19189790	19189855	ss_77682	-1.27155@@19189790	-
chr3	19201595	19201645	ss_77697	-2.08273@@19201595	-
chr3	19202889	19202963	ss_77706	-3.59488@@19202908	-
chr3	19203383	19203479	ss_77710	-3.33614@@19203415	-
chr3	19203578	19203651	ss_77711	-3.59488@@19203624	-
chr3	19204205	19204275	ss_77714	-2.62346@@19204240	-
chr3	19209976	19210035	ss_77730	-3.02203@@19209976	-
chr3	19212163	19212266	ss_77740	-3.59488@@19212234	-
chr3	19212405	19212479	ss_77741	-3.33614@@19212454	-
chr3	19212854	19212904	ss_77743	-2.08273@@19212854	-
chr3	19218685	19218735	ss_77762	-1.27155@@19218685	-
chr3	19228997	19229048	ss_77802	-3.02203@@19228997	-
chr3	19248425	19248517	ss_77817	-3.33614@@19248425	-
chr3	19250119	19250186	ss_77821	-2.08273@@19250119	-
